,title,price,rating,reviews,market,link,req
292,"Кружка для чая серая 330 мл, набор 6 шт. Pasabahce",1285,5.0,35,yand,https://market.yandex.ru/product--kruzhka-dlia-chaia-seraia-330-ml-nabor-6-sht-pasabahce/1657906229?hid=90401&sku=101575517768&show-uid=17463882027183942135506035&from=search&cpa=1&do-waremd5=d5WtgOiMwOqb2wn6Nr9CPw&sponsored=1&cpc=3C_9bXPeelQTkTpRvsl4qGj25XMLs8HADix9m5T40z9kH1AvIYV0k2ialKJR33gxgAzD8uZcdphP0B1hzYuSbX02mYFiqi72wVEJDVTeF1PBzoCrDlZqPI_bnb_auZPh3CphrkrpLIBl_7Edb0XEh7y0QtaK7277HV3bUIFXVnrwEE1zT1yjLwcWsa6GZJDUuaZuEqi9ZNcmMaSSvteHq4eKJ4I9lmg-fJ1qsLtGgpK1uEoZ9tDfXuY4iS05zCk_7OkyBwKlgZDf6FHQz5pGcnDo5sA6qWNrntUNZR81CKn-xPIYv6pcfL9N74uMAUVA78vVBzE1DxsWqazSOYadldaQDZmp_gBpVVWBNlNcnhM4sedDz4Y91AJAs5mDZUJBy13AFGFrrq4il5XMWA1w4Ze9tgXrLvb0sKDKjJKqfDJ6YltOftBW7kY24GS_6fOCeyp8sFmiHoxO1ORP4mYG4Gei3GDY9stuGei7tZiFq3q5w5QcDo4mHg-1M3C4AVFT55utRY6jNIJbTIgsX5BT6ybZ6DZ3LoPQsBvwT7EDW8c%2C&cc=CiA3ZTcxNDgxODRjZmQ0YzQ4ODI5ZTJiMWI1YjMxNWE0MhDnAYB95u0G&uniqueId=918005,Кружка
294,"Кружка матовая для чая и кофе molti Corky чашка подарочная с подставкой из пробки 450 мл, синяя",926,4.9,270,yand,https://market.yandex.ru/product--kruzhka-matovaia-dlia-chaia-i-kofe-molti-corky-chashka-podarochnaia-s-podstavkoi-iz-probki-450-ml-siniaia/898419803?hid=90401&sku=101195131731&show-uid=17463882027183942135506037&from=search&cpa=1&do-waremd5=zIr_A-QxmEZowyLENu9z3w&sponsored=1&cpc=3C_9bXPeelT8Nm93T1Zakti2Nlj1TzK0Lme85OePOf_FnMmiPGiZ3UK4OgqUP23GWGfVv-sKUydMKNofCbcMykaykFF8uPZxHMsOB27d_NMOqkn2knH52lL3qhvWF8ZSfuy8cYvO63cdiqD7C6Pjbji2_ets8yNUdiWSPKcRa5RaxStmJtxqCEk0sRjWyoB-yZnuf_MBEHi9DDjm_OZaxGKyU2N4z7J7ww9yfeKWl7r_403Zq4zLjqk4b8fi-XCiVpG_0X3p24rLRwqbqVrDCosUYfzcT4fr_hEO2KohMX7sorzLpUSalcehfBUcnoAJfavvnqIeP5pzPOQquTRPbIaRvk7xQTM-vNnyHBLZGj88Uw_Ih-IoKepGXSMQruVCw_axJmziHkEFPdyak_QL05A-7TlMgjcVV-eUNbLZrUwV_GTYmwlQTpQUBqTkZB7ckThEIxN6_U3zBfqoJSpFBsOCECj095wzSU3aKd3QcTw37DUbehEd5gXHYcfP4kV1AbKmnC5tMM0Xva2RRCdMCei6rUMGWux-n7_O2eWGwRs%2C&cc=CiA3ZTcxNDgxODRjZmQ0YzQ4ODI5ZTJiMWI1YjMxNWE0MhDnAYB95u0G&uniqueId=891241,Кружка
295,"Кружка матовая для чая и кофе molti Corky чашка подарочная с подставкой из пробки 450 мл, черная",926,4.9,270,yand,https://market.yandex.ru/product--kruzhka-matovaia-dlia-chaia-i-kofe-molti-corky-chashka-podarochnaia-s-podstavkoi-iz-probki-450-ml-siniaia/898419803?hid=90401&sku=101195131730&show-uid=17463882027183942135506038&from=search&cpa=1&do-waremd5=RBQYlA7X4qv1CT5qEeJIHw&sponsored=1&cpc=3C_9bXPeelQI9CecTPpTFs-5-V7varQnqZTOzh6rz63IvZaYM2xWs4q9bgeCg-wEUW-DbTFO3Yj9h38Br1TG3JGf6buzkBT5Ae6xFts5uY8j7nbjUz9JZVeoT_XM5TaX2LgjTQ_NAKSTjEAnGwm-t4prejNCxIjyAzKbmvXd7xIo6suzRFG905hpWBUK9hYXTrESk445dBFfk5d729jomlJwIERXDO31UrgYwnmZeG5bF7ptQMRBKDjUrYKiOCuutS_wEA2_IQbnoilPIIw70UGd83LwiCDzdQncqmp-bbRq1-4z7YX5AZV7sA-Ek17nNFZyHzwNEnpJBaECelNq0uVb-BatyXxC_uwZRYP8eOVylHA_GBInvQ7UwkyA6cES6UC6yQCl3YBrFn2t6IUi_NFblmFdpF4FZLU0nNPJmGpOjxmKK0aWYBZfg3ESQJb5taVaRTSwc0T_XnxsSJVJpT0D0xZ-JC9_Ur2HO3Mqf0T7z7dw0-_UiIEoRBqaPvhjpfAggdGtli1JNVafZeC-JFe5MaeTmT0p7Uk2Zv_kTso%2C&cc=CiA3ZTcxNDgxODRjZmQ0YzQ4ODI5ZTJiMWI1YjMxNWE0MhDnAYB95u0G&uniqueId=891241,Кружка
296,"Кружка с двойным дном Conflate, кружка детская с медведем, чашка с двойными стенками 250 мл",784,5.0,19,yand,https://market.yandex.ru/product--kruzhka-s-dvoinym-dnom-conflate-kruzhka-detskaia-s-medvedem-chashka-s-dvoinymi-stenkami-250-ml/52619920?hid=90401&sku=103748227419&show-uid=17463882027183942135506039&from=search&cpa=1&do-waremd5=HLPPmgtiVnuYUBUOkYaW1w&sponsored=1&cpc=3C_9bXPeelTvVUT1aHy5mXLqMtwjkGAvf4HBGa262EKhiTB2H1pDMubR7hSCVE6Rv6cTu3Ya6XbxLDB5MrCR-5RvSZjt-iOwdUqsUzCcg9lLWjXIGcMj-5R-lAM7RKYCavyQmT0MLaPtGFZM6kAEtqQK0eTOvyQh2drsuUW722-m6FRc0duORrGN6cDwFARYE3hS7jOd2BL6bl71bc4qWAU4UhelH28EnMsFT1qgW0gb3bRgYMl5eeAQe15lMNuPr4uDPoK5FoLcctxM-F0LjPvnWP5DLuUdYohgUkq6txk6HfoRadLao2NN6v87yGh9x4l7PZWu-ckYKQBo8Q7J276hd-rAsgrBWd7285LZcvRUt8EnrfMITwmQPU7GxCVfL7u7lYUSLrI8lINprIdjQug-yyZeG5D0Q5UafPMdHrg7e4ic_2M5Uj_rZ28ClNYVWks6yQellHEM7mS1JNhK1Gmp2D9pQ-7SFFvYcHOD7mFpSjK-Uv7IwOshGdyTsB5KZV25VvvdaiZKmptuCUNy0aZgoxi3KWY8MeV7flSpkOY%2C&cc=CiA3ZTcxNDgxODRjZmQ0YzQ4ODI5ZTJiMWI1YjMxNWE0MhDnAYB95u0G&uniqueId=924537,Кружка
297,Кружка мем с надписью приколом большая Ведьмак в подарок,1178,5.0,2,yand,https://market.yandex.ru/product--kruzhka-mem-s-nadpisiu-prikolom-bolshaia-vedmak-v-podarok/30536529?hid=90401&sku=102527145227&show-uid=17463882027183942135506040&from=search&cpa=1&do-waremd5=gtOBT2Qe_Kox3rCCznCYCA&sponsored=1&cpc=3C_9bXPeelRomMaqv4wLgqKR0hnOVZabTQZ6exMO8zvO8-FDerLHVEgibvoRAkbMmYO7jdhlQAKqdMaS0DApSLOaIZCNtkK1QN_nqWB0cmpztXqwiqZcqhYiYnv8_uz3HqpvD_YJKUSteA9Wrijtc1mgrNJOm_VUjzA1iQS4OVRvFiNNR4ig7hdZCarONetKnhGWoYsXrPWFAX1CdH7uo7l5oyjRP3AZcMiKBsAx1wbylUiZFZJZ8z36-4oMKG0xhx_QS3nZ57NCpVNtTlPHFIjKWCtgem0CmpW84V1dgyCjwpuWNkwNZAn0NN5hDewKYPBsH2BjLlVBFY_BHk5pHnng3ahTR_koOLyFgY9vGcownSdthv_GmpeRB50oMeh-bzGZuS5voTvVVuQRdaN8gUTy61-2BVo0RJ9Hzk93uF8vRRPQ3PcohNZm67PfBC3v0qp0RIICKocb4f8NgzcpN3pa-Ppou9Ayb3D46HRqdbKEQw2fE8EE82Ztlg-xWxtOe77BHohLqYYuwbBofkzQlBO5geXGZQfibVM8Z_ImE64%2C&cc=CiA3ZTcxNDgxODRjZmQ0YzQ4ODI5ZTJiMWI1YjMxNWE0MhDnAYB95u0G&uniqueId=78287195,Кружка
298,"Кружка для чая и кофе 340 мл, The best is yet to come/Лучшее еще впереди, Statement, Villeroy & Boch, Премиум-Фарфор",1465,4.9,937,yand,https://market.yandex.ru/product--kruzhka-dlia-chaia-i-kofe-340-ml-the-best-is-yet-to-come-luchshee-eshche-vperedi-statement-villeroy-boch-premium-farfor/668277025?hid=90401&sku=101912312868&show-uid=17463882027183942135506041&from=search&cpa=1&do-waremd5=bs-O8F6yMqkh6onRudI9ZA&sponsored=1&cpc=3C_9bXPeelTnUkEhprVZUZ9VexAj2ADYijcEH2VN4G6hZ88NAw3efJLRi9f8N1ooujxW-s1v0lvGoRcB1hgN83c3o5vaPRumDdBVQszUcNSUQJFT80lc25MyMrLX9Ki1w9uowLjG8KW02nbDQVMXEHTX81dECM2L-LAfX0ZYwufv3Hg3fYUaifHMwUJW42CV7CVcfK-bjltjAPNa56rZRkWxF-ELSJtqg2hRly_FRd-4Q9OPggDKUoB7ffMN_KfC8bZxeYuQOYJL7gn3F_8D7s3rFnAw1MbJxX16tq_YZ4I5CKTigTfn3FgA9RRm1KnsziE_3HgahdGUW4GLPGoDMhsys9brOVdDiuMbLfeZJ0gqS5N89b33ROocMe3Ak62s0bJxzf13ooBhD1zAlUqCg4urkXfUNUAlakdiessxgDpRk7oPCIQcuaAXGlMWz-A8CAq-o7oJKG5CdkOVobfkJkH0TP-7Qo31IJF4fQWnnyMsIk2S5nbZJZ7OFlkOUM7CAFLCUnUVwyqSvc8PomSmd18OXMWfpHZahCLBY2JaAcM%2C&cc=CiA3ZTcxNDgxODRjZmQ0YzQ4ODI5ZTJiMWI1YjMxNWE0MhDnAYB95u0G&uniqueId=760276,Кружка
299,"Кружка матовая для чая и кофе molti Corky чашка подарочная с подставкой из пробки 450 мл, желтая",926,4.9,270,yand,https://market.yandex.ru/product--kruzhka-matovaia-dlia-chaia-i-kofe-molti-corky-chashka-podarochnaia-s-podstavkoi-iz-probki-450-ml-siniaia/898419803?hid=90401&sku=102810984154&show-uid=17463882027183942135506042&from=search&cpa=1&do-waremd5=RE6t3CTlnZt4c52i-_S4og&sponsored=1&cpc=3C_9bXPeelQS4YpsJff-Iv5owoCguf-BeemRMaqKm1AC7Nk4OnLTtdE8b9AFXh7EXqZc5MKZkggC_7mm-TyMneBeDLU0TzYZ0RFHSUx-Bn-8z9YoFXWrBrq0VGrE3mdJt2healt3hWEAflxRC7JJdujPnBuzq3H6MUpM9Z3i1TyHwWoja0ZrgIMDYeE2qWUcvSaVPOxRc30aB0PKt9UN24BZPEGxTd_yaw1g-xNqZcMRcP7hSJz4EYZabKuF6GUVeRoYAC95LmdW4CQK0x27cqUaVy-BVZTUq0aHJfgfwx91Yzj7-e4FKJhsKuql8C2nkevrH_bNjmFgbdH4dG3x4vkhSaXHzPF-9RsEGKYaGt_durqgG7crWPOLi3IrKv1WJH9van-_9FvArS_BD-W4QsNMNXD--pNT-Wkcq-BwKofVk8-Wx2m2avfLRrMMUTjLicUDalKBciekLV4xyeF34O3FvBYXDVXA1jyQXMWogdJ5wtfvN-hx7JDhIlLLijVdu1WVQPjH34jgmKLEAmz_jImPzpNhTS6Ag8sU0nss6CE%2C&cc=CiA3ZTcxNDgxODRjZmQ0YzQ4ODI5ZTJiMWI1YjMxNWE0MhDnAYB95u0G&uniqueId=891241,Кружка
300,"Кружка матовая для чая и кофе molti Corky чашка подарочная с подставкой из пробки 450 мл, оранжевая",926,4.9,270,yand,https://market.yandex.ru/product--kruzhka-matovaia-dlia-chaia-i-kofe-molti-corky-chashka-podarochnaia-s-podstavkoi-iz-probki-450-ml-siniaia/898419803?hid=90401&sku=101906762634&show-uid=17463882027183942135506044&from=search&cpa=1&do-waremd5=Vy5eR86qtebRRc1Ic9CHiA&sponsored=1&cpc=3C_9bXPeelQLa2pRwHVD-uTvuv6OtcYz_KiWJmpZJR37MQ7U03r53ISoj2B3qY7o7maLjUCJw3yyRKLfYOijSazoa9l_HGV4QbzVXgXUXaFzrHuN_yKhlPGFdfd4PJmndpFyWqGsV2nCv0KL0-8t6Vzigcu01mxvtTtAibW_XCI4hA_hMNQcNlJXBXr5A5kS-vskl8nuY7jPzWLtXsJ3pj7rEbHcMQn3UxPByQfHM4eGri-D5cT3ax49h5igvoRpSjzRMxvgr3-RenVx_o51iZolgQMMHvxHFekcqI6FmhECfGb7j7OsOM1imvn__JhOQaApWRT5XIGuelNg2v8XaSBH8o4IZ-gWBJ1azGBhFFKUuAo0Gsey_-3DyvVAiqhIYzmBkb91JS0QDTlhHlM-q-9AJwDtH22F2BKXKSz-9daBBjTJAmwb9OyOLFmdqnOPPxLu3hbWUpizrSqlfGm1FSM8fGw4prQdCWqtruJ0LKHBP0Fu2TRflE3bymmWIxGFyKN7KV9-ph0uDHDROekCc_SHSprgT17oEGt5B1HkEeg%2C&cc=CiA3ZTcxNDgxODRjZmQ0YzQ4ODI5ZTJiMWI1YjMxNWE0MhDnAYB95u0G&uniqueId=891241,Кружка
308,"Кружка из фарфора темно-серого цвета из коллекции Kitchen Spirit, 350 мл, Tkano, TK22-TW_CU0001",1142,4.7,21,yand,https://market.yandex.ru/product--kruzhka-iz-farfora-temno-serogo-tsveta-iz-kollektsii-kitchen-spirit-350-ml-tkano-tk22-tw-cu0001/1765196525?hid=90401&sku=101800089842&show-uid=17463882048581599529206000&from-show-uid=17463882048581599529206000&from=search&cpa=1&do-waremd5=mye2z9M1GILvfV2KnwxbRQ&cpc=qTt2xryGtGBCbuS1cJ-SsMJmIHdP6nCQmWkfIxHPhBwwR24e_vnwKvD7pz1LmQFv2KjvoDrShKrq5f9TbnmnWpMwVglyJnLALSApr95-h_HhJSrycdK0kjryBbFfcBB2x40M6WnK4SAq3W-IsaDF4eRo2v_yFafezEjNnEGrtBffVQC0XpWrAD3rHioByN-q0sKLqrxFuAg%2C&cc=CiBlMzZiZDIxMTMyOWYwMDVmZTQyMTU1MWEyOWQwZjAxMBBUIOWKwwEopcA4gH3m7QY%2C&uniqueId=925733,Кружка
309,"Кружка из фарфора белого цвета из коллекции Kitchen Spirit, 350 мл, Tkano, TK22-TW_CU0002",1142,4.7,21,yand,https://market.yandex.ru/product--kruzhka-iz-farfora-temno-serogo-tsveta-iz-kollektsii-kitchen-spirit-350-ml-tkano-tk22-tw-cu0001/1765196525?hid=90401&sku=101800089844&show-uid=17463882048601602196306000&from-show-uid=17463882048601602196306000&from=search&cpa=1&do-waremd5=jJXOyh2Vr3SY_wd4mldZgQ&cpc=qTt2xryGtGDzq4fZEfS-f54HYHMiDOmEtg91cIC34SyFrRi0srrldEafhtI_EjKO3jckoSeFmgCJnHODlr1Q0jQ6OfzS5wBZPlOtp3fddgyrSLu5_H1D0ly7AnKjR3oBjSCxaODAqxcv4PM0JfEpaG4ZGvPLaNeq8hmK3ui1JjucHMezhHhDSCGHnLYUfW608SyW01sNJjps8FCvgVxm5FtoP9QwgNTIF_iyoVxuFGY%2C&cc=CiBlMzZiZDIxMTMyOWYwMDVmZTQyMTU1MWEyOWQwZjAxMBBUIOWKwwEopcA4gH3m7QY%2C&uniqueId=925733,Кружка
310,"Кружка белого цвета с фактурным рисунком из коллекции Essential, 350мл, Tkano, TK22-TW_CU0003",835,4.9,25,yand,https://market.yandex.ru/product--kruzhka-belogo-tsveta-s-fakturnym-risunkom-iz-kollektsii-essential-350ml-tkano-tk22-tw-cu0003/1774425731?hid=90401&sku=101838479858&show-uid=17463882048611610799806000&from-show-uid=17463882048611610799806000&from=search&cpa=1&do-waremd5=z_kHSAYPI4Sz_WN4LAaARA&cpc=qTt2xryGtGDupWFARLcNxo_oT5DAnIRSnAyeOXP_AIyvZM1lGvusR-ugeax1uXOmZyidLISOADvTmt-TvKL1qLoIR-6Kqk_UgtskPHYuSg1GfDBlYtgM8EtQYJkesLJV9p1PNu5Z_LqJ_5jEQKuonOM4R6NgK7TSu-n2WMefwJiVvHJovyJKTvYMpRgicxihTKhLRfRwSurMj__XZFop13vcdF28Hm_7mbp2M4UwML4%2C&cc=CiBlMzZiZDIxMTMyOWYwMDVmZTQyMTU1MWEyOWQwZjAxMBBUIOWKwwEopcA4gH3m7QY%2C&uniqueId=925733,Кружка
311,"Кружка бежевого цвета с авторским принтом из коллекции Freak Fruit, 350мл, Tkano, TK22-TW_CU0004",827,5.0,33,yand,https://market.yandex.ru/product--kruzhka-iz-farfora-temno-serogo-tsveta-iz-kollektsii-kitchen-spirit-350-ml-tkano-tk22-tw-cu0001/1765196525?hid=90401&sku=101838457369&show-uid=17463882048621626208406000&from-show-uid=17463882048621626208406000&from=search&cpa=1&do-waremd5=tySqPSVyeK1VE7NXmPLTxQ&cpc=qTt2xryGtGDnvnp6D8hihKgoQtv6XtgBgNsDf7ZS1JxnCuqGroM53PDriwqy0TbmM8N_CCrzuavw3iXVsJKjhSCqfVtfYakHMx9uN7SBqrfT1bydn8Ue81hh358_JHZuDA6jSm0DH0kRwGNcIuWlg61kNIfzAQys1j79Xa9srRvZPbbE83FBIB1DtCdef6xjDPB_jL8gPaYhpeouPotBkBUtVQxkR-6uUCUxjNXVMFo%2C&cc=CiBlMzZiZDIxMTMyOWYwMDVmZTQyMTU1MWEyOWQwZjAxMBBUIOWKwwEopcA4gH3m7QY%2C&uniqueId=925733,Кружка
312,"Кружка горчичного цвета с авторским принтом из коллекции Freak Fruit, 350мл, Tkano, TK22-TW_CU0005",810,5.0,33,yand,https://market.yandex.ru/product--kruzhka-iz-farfora-temno-serogo-tsveta-iz-kollektsii-kitchen-spirit-350-ml-tkano-tk22-tw-cu0001/1765196525?hid=90401&sku=101838479859&show-uid=17463882048641637530606000&from-show-uid=17463882048641637530606000&from=search&cpa=1&do-waremd5=riP6WnHwVTDBqMUo5UviOA&cpc=qTt2xryGtGBm3ogJgL0KoQi4nEAw98m3MfccKhFAGcMI-3Qo23TCTiQ4ScNIdkFfmJXDX1OuwMHncirqBU7igc_VKXqJqrIK3J0TV3d5YEOrtA-QSZY42czeGkUV0JBFGKbj3Gn7QkoTwsE4add4r0SO00jNA6GAXMnMHlTUEtBKAUinCiSHDaW93if2ccds25wESFn4wEQsUCWqenS-6fFXCVzFUmoTKhrfVwU5y-c%2C&cc=CiBlMzZiZDIxMTMyOWYwMDVmZTQyMTU1MWEyOWQwZjAxMBBUIOWKwwEopcA4gH3m7QY%2C&uniqueId=925733,Кружка
313,"Кружка синего цвета с авторским принтом из коллекции Freak Fruit, 350мл, Tkano, TK22-TW_CU0006",805,5.0,33,yand,https://market.yandex.ru/product--kruzhka-iz-farfora-temno-serogo-tsveta-iz-kollektsii-kitchen-spirit-350-ml-tkano-tk22-tw-cu0001/1765196525?hid=90401&sku=101838457370&show-uid=17463882048651644217606000&from-show-uid=17463882048651644217606000&from=search&cpa=1&do-waremd5=A-zt_mfPSNB28ebFGarcgw&cpc=qTt2xryGtGCy-2rmc0wTzy1cHxZbvDg8h_GXMPyBN-XipN_Qyh_kvvGTDtGlkMXvLthrNUgplV7XVqsDwi6hgKrYkNQqq35DuiqXIvmyb6BR88Ys3JrNqzFTGrAC-GBqMWx4D0eUxPqaEkVXHBz_CaZqXCkkgLEtBrU7fgKh4L-M5NQVyCDGwqSsVX-OkDDAl7Ihnj9aIuIYz_w6Y4vTuosQjSYC1F5BPP6clwTDgcg%2C&cc=CiBlMzZiZDIxMTMyOWYwMDVmZTQyMTU1MWEyOWQwZjAxMBBUIOWKwwEopcA4gH3m7QY%2C&uniqueId=925733,Кружка
315,"Термопаста GD900 3гр , 4,8W/m-K, для компьютера и ноутбука",148,4.8,1218,yand,https://market.yandex.ru/product--termopasta-gd900-3gr-4-8w-m-k-dlia-kompiutera-i-noutbuka/1901529737?sku=102234903772&shopId=431782&from=premiumOffers&from-show-uid=17463882082585981979306001&do-waremd5=k77x86SvIN3WcjxzS6DgyQ&sponsored=1&cpc=eQLwb_aA8frGCxuh4BP4tuNp-fyacFYCgoYAH057vpqsJj5979BeDydvWKnCrohA7u4ko7AHKsXVQ4GtYo0x4DLpWLc56Jv6k0gXXKCszVM7UomyivDn3fQK17rGydmIEyp3n42RhcPdn2hw4A6TM3rm-XULACbvxy2zMh4r5JG-m5jMsRyVpCRHaKWge9smHQ4jyXLeso9Q9745Ghu5VFk5lfQuOOjWIeCKPvFrf4MVgvfnixF-WvsQecw1qDNtnZw1mtZ_EI8FpENzWzVqeSJCpL--pUVRtFUnbDTcVH73pox5aDB3QXDv1ltkXhiLWQztE6FA-sO4RHSpFvL6qMarZ2KAqLVNmrRkIWAr9XxfaRubZsPaJL9tGexA3mf7VqLW5-Y4tjoFnd3jIEbU292LY_-VEysj54WK-wUWAfvK1nTdVqQMnATfjiGajMGmnXD3ferNLlP3SjjMOn6Co7dej7CD7bYb_yPnU15ljos3GsofS6V2pd8Fs7xO7vUMf2mQVJdx0GM%2C&cc=CiAzOGEwNjI4MmQ5NzFiNmFiMjkwZTE3OGIwY2ZkYTU1YhDmAYB95u0G&uniqueId=63505948,Термопаста
316,"Термопаста GD900 30гр , 4,8W/m-K, для компьютера и ноутбука",319,4.8,1218,yand,https://market.yandex.ru/product--termopasta-gd900-30gr-4-8w-m-k-dlia-kompiutera-i-noutbuka/1901529737?sku=102234903774&shopId=431782&from=premiumOffers&from-show-uid=17463882082585981979306002&do-waremd5=THgWZDWTdDtrLUCfhpLA3g&sponsored=1&cpc=eQLwb_aA8fp7RcoDZKAovC93Bs4V2l03goKHaYcivKySFSs8BVNucbrB7MW6goin8p-n7wtAeWLbJEky7yz44SDXc2tVbAyi-9vY9cFhOuZcsMim1vxoQpSKaSn6TKcPP_Wxti0TLG1l_S0l2sAmyOSkjRXN6nBkxV_9MeNsbhrSw5kzs4JIA3U7Qz1Kep0aKEaYXj6K5lC-Z6y5LJ_WjigeEUpw0PZKHSgqgbK0LF4wZyPZ7lgMtZRNRbbpX4QmLYh_7_d9Cze3nxLRIwRjR8EP1KFk3_D_sYdIZTrAf301aMa4uoIVinAvkklZ1PqCqH6LgSUNR5Nb7Fyv82lchujEEWcSip1C_2avzIsEUUDDb013Eq3LC1I-cqP_9qaGGFu6FUh35fZBVwq6qKCJKL5lCwn3IdWli-HnNV426iTwpcDFiWc6k-ZAxEcGpDj1l7hu3p0WuWItpw4q_6-KGqihXEsh3xCGqriD6oYqGYZJaAJmVDqczps-Ubjx2mNk_QDbAwTFz05P9XtVBBX1Vg%2C%2C&cc=CiAzOGEwNjI4MmQ5NzFiNmFiMjkwZTE3OGIwY2ZkYTU1YhDmAYB95u0G&uniqueId=63505948,Термопаста
317,Термопаста Arctic MX-4 4г (ACTCP00002B),604,4.9,1208,yand,https://market.yandex.ru/product--termopasta-arctic-mx-4-4g-actcp00002b/42830482?sku=101302298730&shopId=431782&from=premiumOffers&from-show-uid=17463882082585981979306003&do-waremd5=AcYCqPa4R49EsEWxLxyCAw&sponsored=1&cpc=eQLwb_aA8fqpbIQkreQ19CFgotubvd0l4RMPS-sFFrmDYyY8uKstG2QVdHUTZ7grhjpKc7sTDWnUj1d-Cl4Y6eINDad6io2-9b58irXxiAINSkKU5mbGvK-pW4MpUYXUEnhu2Xi3nZDlxa2XRawq7hDGAnEmw-bZeYSeOWTa8G3x0jXO_kUpNzc8mYPyVr5VB2LHjH4cWgcPdehi82bf5EJA92mVkQOhOgBu8oAYhLh8GtLfB6ZLz0Mufm0SwNdjeiF6ku82fZe4jNCKN3BH9EqPP5NdRg4Gkr5LabYys3jV0RsauGgBsUt5YZmKol495r0tf_BoPKfuwXc8UHYM5_m9FEkw4WC1L40vdB1N7Ii8bJmn2DZMjE9yfndtN40AR0hT08OjivZO2anEPP4Xa1C1OJ9bIhv9X1LjkvgoGZIHnWaRbfeQZ4sUFPgTLZ64lBpizcfY9uck3tjFmSlyxqpdS124ry2f25FHVuVhq6r1F19nH5q5zcAj0TwfO0GkKEDlbrhdE0pBnbc2lggemg%2C%2C&cc=CiAzOGEwNjI4MmQ5NzFiNmFiMjkwZTE3OGIwY2ZkYTU1YhDmAYB95u0G&uniqueId=892410,Термопаста
318,"Термопаста GD900 7гр , 4,8W/m-K, для компьютера и ноутбука",221,4.8,1218,yand,https://market.yandex.ru/product--termopasta-gd900-7gr-4-8w-m-k-dlia-kompiutera-i-noutbuka/1901529737?sku=102114817746&shopId=431782&from=premiumOffers&from-show-uid=17463882082585981979306004&do-waremd5=_oRVq0PveUU5VpnvFwzsxw&sponsored=1&cpc=eQLwb_aA8fpE6eVhi_F-M3CuDnuOM7OG3NU3mDDwO6Gezw3GmtIYhAEAED85CeWRQqRfPTO3s5OXsMVjirCn1wl4UBHwwy74ipOL7Q5Qj5hSe7FLjVkWIDpBb7kFO2AXmv753aN3VA7OgJON5Z-rHCtrdGbAEt1mURwCEFWU4iYcqiplsrB2ahytVzNP6lF7ffmxkcO1jFWOezjtvPZqLkBrANUDG8k2h-QjnbQAmTeNuVwoc5YCqDCdj7FkZhdGX88ycuLN7KB3uFjHM95s4fSdmLif8hhXdlAE74nbT-GCGgVbR_4-6mqRycHrcrqvi5Yh6-3dhwU-PjHOSAN1tXdJpEaoeul3MEUeKgdPqDvRbQmnTo30sQ0rD_H--5lJ9YeAUN-PY7yERj8rPk5LlvQAdLRSFi90TN3CyLMUs1yUo3OIpFUAnC-m6O6P4A15js3FjiD0ful3epLJjA23grBRIJKXcc9oojeunfKKzB9HxSoie-IWmzglSp_rec4X3c2kqoEr-08XOwQg-3lLpA%2C%2C&cc=CiAzOGEwNjI4MmQ5NzFiNmFiMjkwZTE3OGIwY2ZkYTU1YhDmAYB95u0G&uniqueId=63505948,Термопаста
319,"Термопаста 16Вт/мК для процессора, ноутбука, видеокарты, консоли Frost mining Overclock maximum X-treme (OMX-4 g)",397,4.8,160,yand,https://market.yandex.ru/product--termopasta-16vt-mk-dlia-protsessora-noutbuka-videokarty-konsoli-frost-mining-overclock-maximum-x-treme-omx-4-g/1126272547?sku=103343495913&shopId=431782&from=premiumOffers&from-show-uid=17463882082585981979306005&do-waremd5=J-93GYPX6lWOWHVdx9nYnw&sponsored=1&cpc=eQLwb_aA8fpQ9DQnhEtlkKuzkQ5yO8rdiTfCxZfqiG0km2XqsWoCLB4QwFHW-JdI2j2FEHcuZDTiMIiLqBDNECMbtkcq5Mp0sRhmcIKtRoPIY8c5qhD_CRkaHNitEDOY-jI_QPrggbqUWijxHQkQPd9GQvGZZCKbq4a8NNDtUNJrFwgTwPsokvYq0vQEXQTd-aTQi2pZxqvXLyILtUkAPPKLYHs5DKqJXJb1bZWIwt6dcZFGi3Afne6FWrFn-TmbPHIhDvumKSzdmHZbsMhWK44NLvjr0SAa2VLA-ogctup23XQMqQQ5KCZ_8bhJYGvZExCF7rL_U7Fl5ZWQQ8-6kBKlAj4wXwarnpQUWYSQ8rWi8RGphaTwdvdHCfbzCJ3GGHsiJAXvT1yhLzJqNZjpbCbM8BmI0CMz4Y1RWtzQBaWSKOD0hak1RGMYVT-qqBB4AjnG6SMzv6EmsCv5DKOWAmEQG_fIC52lSjQsg5hkyGIbXXdp3B9wOhwqOjk7R05gptACtI4xXUw2ITqJwS3ZvA%2C%2C&cc=CiAzOGEwNjI4MmQ5NzFiNmFiMjkwZTE3OGIwY2ZkYTU1YhDmAYB95u0G&uniqueId=2292853,Термопаста
